CRE 0,CRE 1,CRE 2,CRE 3,CRE 4,CRE Description,CRE Tags,ASVS|description,ASVS|hyperlink,ASVS|id,ASVS|link_type,ASVS|name,ASVS|section,ASVS|tooltype,ASVS|version,BIML|description,BIML|hyperlink,BIML|id,BIML|link_type,BIML|name,BIML|section,BIML|tooltype,BIML|version,CAPEC|description,CAPEC|hyperlink,CAPEC|id,CAPEC|link_type,CAPEC|name,CAPEC|section,CAPEC|tooltype,CAPEC|version,CWE|description,CWE|hyperlink,CWE|id,CWE|link_type,CWE|name,CWE|section,CWE|tooltype,CWE|version,Cloud Controls Matrix|description,Cloud Controls Matrix|hyperlink,Cloud Controls Matrix|id,Cloud Controls Matrix|link_type,Cloud Controls Matrix|name,Cloud Controls Matrix|section,Cloud Controls Matrix|tooltype,Cloud Controls Matrix|version,DevSecOps Maturity Model (DSOMM)|description,DevSecOps Maturity Model (DSOMM)|hyperlink,DevSecOps Maturity Model (DSOMM)|id,DevSecOps Maturity Model (DSOMM)|link_type,DevSecOps Maturity Model (DSOMM)|name,DevSecOps Maturity Model (DSOMM)|section,DevSecOps Maturity Model (DSOMM)|tooltype,DevSecOps Maturity Model (DSOMM)|version,ENISA|description,ENISA|hyperlink,ENISA|id,ENISA|link_type,ENISA|name,ENISA|section,ENISA|tooltype,ENISA|version,ETSI|description,ETSI|hyperlink,ETSI|id,ETSI|link_type,ETSI|name,ETSI|section,ETSI|tooltype,ETSI|version,ISO 27001|description,ISO 27001|hyperlink,ISO 27001|id,ISO 27001|link_type,ISO 27001|name,ISO 27001|section,ISO 27001|tooltype,ISO 27001|version,MITRE ATLAS|description,MITRE ATLAS|hyperlink,MITRE ATLAS|id,MITRE ATLAS|link_type,MITRE ATLAS|name,MITRE ATLAS|section,MITRE ATLAS|tooltype,MITRE ATLAS|version,NIST 800-53 v5|description,NIST 800-53 v5|hyperlink,NIST 800-53 v5|id,NIST 800-53 v5|link_type,NIST 800-53 v5|name,NIST 800-53 v5|section,NIST 800-53 v5|tooltype,NIST 800-53 v5|version,NIST 800-63|description,NIST 800-63|hyperlink,NIST 800-63|id,NIST 800-63|link_type,NIST 800-63|name,NIST 800-63|section,NIST 800-63|tooltype,NIST 800-63|version,NIST AI 100-2|description,NIST AI 100-2|hyperlink,NIST AI 100-2|id,NIST AI 100-2|link_type,NIST AI 100-2|name,NIST AI 100-2|section,NIST AI 100-2|tooltype,NIST AI 100-2|version,NIST SSDF|description,NIST SSDF|hyperlink,NIST SSDF|id,NIST SSDF|link_type,NIST SSDF|name,NIST SSDF|section,NIST SSDF|tooltype,NIST SSDF|version,OWASP AI Exchange|description,OWASP AI Exchange|hyperlink,OWASP AI Exchange|id,OWASP AI Exchange|link_type,OWASP AI Exchange|name,OWASP AI Exchange|section,OWASP AI Exchange|tooltype,OWASP AI Exchange|version,OWASP Cheat Sheets|description,OWASP Cheat Sheets|hyperlink,OWASP Cheat Sheets|id,OWASP Cheat Sheets|link_type,OWASP Cheat Sheets|name,OWASP Cheat Sheets|section,OWASP Cheat Sheets|tooltype,OWASP Cheat Sheets|version,OWASP Proactive Controls|description,OWASP Proactive Controls|hyperlink,OWASP Proactive Controls|id,OWASP Proactive Controls|link_type,OWASP Proactive Controls|name,OWASP Proactive Controls|section,OWASP Proactive Controls|tooltype,OWASP Proactive Controls|version,OWASP Top 10 2021|description,OWASP Top 10 2021|hyperlink,OWASP Top 10 2021|id,OWASP Top 10 2021|link_type,OWASP Top 10 2021|name,OWASP Top 10 2021|section,OWASP Top 10 2021|tooltype,OWASP Top 10 2021|version,OWASP Top10 for LLM|description,OWASP Top10 for LLM|hyperlink,OWASP Top10 for LLM|id,OWASP Top10 for LLM|link_type,OWASP Top10 for LLM|name,OWASP Top10 for LLM|section,OWASP Top10 for LLM|tooltype,OWASP Top10 for LLM|version,OWASP Top10 for ML|description,OWASP Top10 for ML|hyperlink,OWASP Top10 for ML|id,OWASP Top10 for ML|link_type,OWASP Top10 for ML|name,OWASP Top10 for ML|section,OWASP Top10 for ML|tooltype,OWASP Top10 for ML|version,OWASP Web Security Testing Guide (WSTG)|description,OWASP Web Security Testing Guide (WSTG)|hyperlink,OWASP Web Security Testing Guide (WSTG)|id,OWASP Web Security Testing Guide (WSTG)|link_type,OWASP Web Security Testing Guide (WSTG)|name,OWASP Web Security Testing Guide (WSTG)|section,OWASP Web Security Testing Guide (WSTG)|tooltype,OWASP Web Security Testing Guide (WSTG)|version,OWASP WrongSecrets|description,OWASP WrongSecrets|hyperlink,OWASP WrongSecrets|id,OWASP WrongSecrets|link_type,OWASP WrongSecrets|name,OWASP WrongSecrets|section,OWASP WrongSecrets|tooltype,OWASP WrongSecrets|version,PCI DSS|description,PCI DSS|hyperlink,PCI DSS|id,PCI DSS|link_type,PCI DSS|name,PCI DSS|section,PCI DSS|tooltype,PCI DSS|version,SAMM|description,SAMM|hyperlink,SAMM|id,SAMM|link_type,SAMM|name,SAMM|section,SAMM|tooltype,SAMM|version,ZAP Rule|description,ZAP Rule|hyperlink,ZAP Rule|id,ZAP Rule|link_type,ZAP Rule|name,ZAP Rule|section,ZAP Rule|tooltype,ZAP Rule|version
636-660|Technical application security controls,126-668|Secure data storage,208-830|Manage temporary storage,157-430|Protect and clear cached sensitive data,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x16-V8-Data-Protection.md#v81-general-data-protection,V8.1.2,Linked To,Verify that all cached or temporary copies of sensitive data stored on the server are protected from unauthorized access or purged/invalidated after the authorized user accesses the sensitive data.,,,,,,,,,,,,|,https://capec.mitre.org/data/definitions/204.html|https://capec.mitre.org/data/definitions/37.html,204|37,Automatically linked to|Automatically linked to,Lifting Sensitive Data Embedded in Cache|Retrieve Embedded Sensitive Data,|,|,3.9|3.9,|,https://cwe.mitre.org/data/definitions/524.html|https://cwe.mitre.org/data/definitions/525.html,524|525,Linked To|Automatically linked to,Use of Cache Containing Sensitive Information|Use of Web Browser Cache Containing Sensitive Information,|,|,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For secure content, ensure the cache-control HTTP header is set with \no-cache, no-store, must-revalidate\. If an asset should be cached consider setting the directives \public, max-age, immutable\.|The content may be marked as storable by ensuring that the following conditions are satisfied: The request method must be understood by the cache and defined as being cacheable (\GET\, \HEAD\, and \POST\ are currently defined as cacheable) The response status code must be understood by the cache (one of the 1XX, 2XX, 3XX, 4XX, or 5XX response classes are generally understood) The \no-store\ cache directive must not appear in the request or response header fields For caching by \shared\ caches such as \proxy\ caches, the \private\ response directive must not appear in the response For caching by \shared\ caches such as \proxy\ caches, the \Authorization\ header field must not appear in the request, unless the response explicitly allows it (using one of the \must-revalidate\, \public\, or \s-maxage\ Cache-Control response directives) In addition to the conditions above, at least one of the following conditions must also be satisfied by the response: It must contain an \Expires\ header field It must contain a \max-age\ response directive For \shared\ caches such as \proxy\ caches, it must contain a \s-maxage\ response directive It must contain a \Cache Control Extension\ that allows it to be cached It must have a status code that is defined as cacheable by default (200, 203, 204, 206, 300, 301, 404, 405, 410, 414, 501).||Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user: Cache-Control: no-cache, no-store, must-revalidate, private Pragma: no-cache Expires: 0 This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.|Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user: Cache-Control: no-cache, no-store, must-revalidate, private Pragma: no-cache Expires: 0 This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.|Validate that the response does not contain sensitive, personal or user-specific information. If it does, consider the use of the following HTTP response headers, to limit, or prevent the content being stored and retrieved from the cache by another user: Cache-Control: no-cache, no-store, must-revalidate, private Pragma: no-cache Expires: 0 This configuration directs both HTTP 1.0 and HTTP 1.1 compliant caching servers to not store the response, and to not retrieve the response (without validation) from the cache, in response to a similar request.",https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrules/src/main/java/org/zaproxy/zap/extension/pscanrules/CacheControlScanRule.java|https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrulesBeta/src/main/java/org/zaproxy/zap/extension/pscanrulesBeta/CacheableScanRule.java|https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrulesBeta/src/main/java/org/zaproxy/zap/extension/pscanrulesBeta/CacheableScanRule.java|https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrulesBeta/src/main/java/org/zaproxy/zap/extension/pscanrulesBeta/CacheableScanRule.java|https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrules/src/main/java/org/zaproxy/zap/extension/pscanrules/RetrievedFromCacheScanRule.java|https://github.com/zaproxy/zap-extensions/blob/main/addOns/pscanrules/src/main/java/org/zaproxy/zap/extension/pscanrules/RetrievedFromCacheScanRule.java,10015|10049-1|10049-2|10049-3|10050-1|10050-2,Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to,Re-examine Cache-control Directives|Non-Storable Content|Storable but Non-Cacheable Content|Storable and Cacheable Content|Retrieved from Cache|Retrieved from Cache,|||||,Offensive|Offensive|Offensive|Offensive|Offensive|Offensive,|||||
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,774-888|Do not store secrets in the code,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v21-password-security,V2.10.4,Linked To,"Verify passwords, integrations with databases and third-party systems, seeds and internal secrets, and API keys are managed securely and not included in the source code or stored within source code repositories. Such storage SHOULD resist offline attacks. The use of a secure software key store (L1), hardware TPM, or an HSM (L3) is recommended for password storage.",,,,,,,,,,,,|,https://capec.mitre.org/data/definitions/191.html|https://capec.mitre.org/data/definitions/70.html,191|70,Automatically linked to|Automatically linked to,Read Sensitive Constants Within an Executable|Try Common or Default Usernames and Passwords,|,|,3.9|3.9,||,https://cwe.mitre.org/data/definitions/259.html|https://cwe.mitre.org/data/definitions/321.html|https://cwe.mitre.org/data/definitions/798.html,259|321|798,Automatically linked to|Automatically linked to|Linked To,Use of Hard-coded Password|Use of Hard-coded Cryptographic Key|Use of Hard-coded Credentials,||,||,||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,821-832|Ensure keys and passwords are replaceable,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x10-V1-Architecture.md#v16-cryptographic-architecture,V1.6.3,Linked To,Verify that all keys and passwords are replaceable and are part of a well-defined process to re-encrypt sensitive data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,https://cheatsheetseries.owasp.org/cheatsheets/Cryptographic_Storage_Cheat_Sheet.html|https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html,|,Linked To|Linked To,Cryptographic Storage Cheat Sheet|Key Management Cheat Sheet,|,|,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,2.3.2|3.7.5,Automatically linked to|Automatically linked to,"For wireless environments connected to the CDE or transmitting account data, wireless encryption keys are changed as follows: () Whenever personnel with knowledge of the key leave the company or the role for which the knowledge was necessary. () Whenever a key is suspected of or known to be compromised. [CUSTOMIZED APPROACH OBJECTIVE]: Knowledge of wireless encryption keys cannot allow unauthorized access to wireless networks.|Key management policies procedures are implemented to include the retirement, replacement, or destruction of keys used to protect stored account data, as deemed necessary when: () The key has reached the end of its defined cryptoperiod. () The integrity of the key has been weakened, including when personnel with knowledge of a cleartext key component leaves the company, or the role for which the key component was known. () The key is suspected of or known to be compromised. Retired or replaced keys are not used for encryption operations. [CUSTOMIZED APPROACH OBJECTIVE]: Keys are removed from active use when it is suspected or known that the integrity of the key is weakened. [APPLICABILITY NOTES]: If retired or replaced cryptographic keys need to be retained, these keys must be securely archived (for example, by using a key-encryption key).",|,|,4|4,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,767-435|Set the highest feasible iteration count for PBKDF2,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v24-credential-storage,V2.4.3,Linked To,"Verify that if PBKDF2 is used, the iteration count SHOULD be as large as verification server performance will allow, typically at least 100,000 iterations.",,,,,,,,,,,,,https://capec.mitre.org/data/definitions/55.html,55,Automatically linked to,Rainbow Table Password Cracking,,,3.9,||,https://cwe.mitre.org/data/definitions/759.html|https://cwe.mitre.org/data/definitions/760.html|https://cwe.mitre.org/data/definitions/916.html,759|760|916,Automatically linked to|Automatically linked to|Linked To,Use of a One-Way Hash without a Salt|Use of a One-Way Hash with a Predictable Salt|Use of Password Hash With Insufficient Computational Effort,||,||,||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked To,5.1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cheatsheetseries.owasp.org/cheatsheets/Password_Storage_Cheat_Sheet.html,,Linked To,Password Storage Cheat Sheet,,,,,https://owasp-top-10-proactive-controls-2018.readthedocs.io/en/latest/c6-implement-digital-identity.html,,Linked To,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,078-427|Set the highest feasible work factor for bcrypt,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v24-credential-storage,V2.4.4,Linked To,"Verify that if bcrypt is used, the work factor SHOULD be as large as verification server performance will allow, with a minimum of 10.",,,,,,,,,,,,,https://capec.mitre.org/data/definitions/55.html,55,Automatically linked to,Rainbow Table Password Cracking,,,3.9,||,https://cwe.mitre.org/data/definitions/759.html|https://cwe.mitre.org/data/definitions/760.html|https://cwe.mitre.org/data/definitions/916.html,759|760|916,Automatically linked to|Automatically linked to|Linked To,Use of a One-Way Hash without a Salt|Use of a One-Way Hash with a Predictable Salt|Use of Password Hash With Insufficient Computational Effort,||,||,||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked To,5.1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cheatsheetseries.owasp.org/cheatsheets/Password_Storage_Cheat_Sheet.html,,Linked To,Password Storage Cheat Sheet,,,,,https://owasp-top-10-proactive-controls-2018.readthedocs.io/en/latest/c6-implement-digital-identity.html,,Linked To,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,881-321|Store credentials securely,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v21-password-security,V2.10.3,Linked To,"Verify that passwords are stored with sufficient protection to prevent offline recovery attacks, including local system access.",,,,,,,,,,,,|||||||||||||,https://capec.mitre.org/data/definitions/102.html|https://capec.mitre.org/data/definitions/474.html|https://capec.mitre.org/data/definitions/50.html|https://capec.mitre.org/data/definitions/509.html|https://capec.mitre.org/data/definitions/55.html|https://capec.mitre.org/data/definitions/551.html|https://capec.mitre.org/data/definitions/555.html|https://capec.mitre.org/data/definitions/560.html|https://capec.mitre.org/data/definitions/561.html|https://capec.mitre.org/data/definitions/600.html|https://capec.mitre.org/data/definitions/644.html|https://capec.mitre.org/data/definitions/645.html|https://capec.mitre.org/data/definitions/652.html|https://capec.mitre.org/data/definitions/653.html,102|474|50|509|55|551|555|560|561|600|644|645|652|653,Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to,Session Sidejacking|Signature Spoofing by Key Theft|Password Recovery Exploitation|Kerberoasting|Rainbow Table Password Cracking|Modify Existing Service|Remote Services with Stolen Credentials|Use of Known Domain Credentials|Windows Admin Shares with Stolen Credentials|Credential Stuffing|Use of Captured Hashes (Pass The Hash)|Use of Captured Tickets (Pass The Ticket)|Use of Known Kerberos Credentials|Use of Known Operating System Credentials,|||||||||||||,|||||||||||||,3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9|3.9,|||||||||,https://cwe.mitre.org/data/definitions/13.html|https://cwe.mitre.org/data/definitions/256.html|https://cwe.mitre.org/data/definitions/257.html|https://cwe.mitre.org/data/definitions/258.html|https://cwe.mitre.org/data/definitions/260.html|https://cwe.mitre.org/data/definitions/261.html|https://cwe.mitre.org/data/definitions/522.html|https://cwe.mitre.org/data/definitions/523.html|https://cwe.mitre.org/data/definitions/549.html|https://cwe.mitre.org/data/definitions/555.html,13|256|257|258|260|261|522|523|549|555,Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Linked To|Automatically linked to|Automatically linked to|Automatically linked to,ASP.NET Misconfiguration: Password in Configuration File|Plaintext Storage of a Password|Storing Passwords in a Recoverable Format|Empty Password in Configuration File|Password in Configuration File|Weak Encoding for Password|Insufficiently Protected Credentials|Unprotected Transport of Credentials|Missing Password Field Masking|J2EE Misconfiguration: Plaintext Password in Configuration File,|||||||||,|||||||||,|||||||||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked To,5.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrade to the latest version of Swagger UI. Regularly review and patch known issues.|Remove hardcoded secrets from documentation and ensure the endpoint is protected with authentication.,https://github.com/zaproxy/zap-extensions/tree/main/addOns/openapi/src/main/zapHomeFiles/scripts/scripts/active/SwaggerSecretDetector.js|https://github.com/zaproxy/zap-extensions/tree/main/addOns/openapi/src/main/zapHomeFiles/scripts/scripts/active/SwaggerSecretDetector.js,100043-1|100043-2,Automatically linked to|Automatically linked to,Vulnerable Swagger UI Version Detected|Exposed Secrets in Swagger/OpenAPI Path,|,Offensive|Offensive,|
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,783-255|Store cryptographic keys securely,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v210-service-authentication,V2.9.1,Linked To,"Verify that cryptographic keys used in verification are stored securely and protected against disclosure, such as using a Trusted Platform Module (TPM) or Hardware Security Module (HSM), or an OS service that can use this secure storage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked To,5.1.7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,https://cheatsheetseries.owasp.org/cheatsheets/Cryptographic_Storage_Cheat_Sheet.html|https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html,|,Linked To|Linked To,Cryptographic Storage Cheat Sheet|Key Management Cheat Sheet,|,|,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,||||||,||||||,3.6|3.6.1|3.6.1.2|3.6.1.4|3.7.1|3.7.2|3.7.3,Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to|Automatically linked to,"Cryptographic keys used to protect stored account data are secured.|Procedures are defined and implemented to protect cryptographic keys used to protect stored account data against disclosure and misuse that include: () Access to keys is restricted to the fewest number of custodians necessary. () Key-encrypting keys are at least as strong as the data-encrypting keys they protect. () Key-encrypting keys are stored separately from data-encrypting keys. () Keys are stored securely in the fewest possible locations and forms. [CUSTOMIZED APPROACH OBJECTIVE]: Processes that protect cryptographic keys used to protect stored account data against disclosure and misuse are defined and implemented. [APPLICABILITY NOTES]: This requirement applies to keys used to encrypt stored account data and to key-encrypting keys used to protect data-encrypting keys. The requirement to protect keys used to protect stored account data from disclosure and misuse applies to both data-encrypting keys and keyencrypting keys. Because one key-encrypting key may grant access to many data-encrypting keys, the key-encrypting keys require strong protection measures.|Secret and private keys used to encrypt/decrypt stored account data are stored in one (or more) of the following forms at all times: () Encrypted with a key-encrypting key that is at least as strong as the data-encrypting key, and that is stored separately from the dataencrypting key. () Within a secure cryptographic device (SCD), such as a hardware security module (HSM) or PTS-approved point-of-interaction device. () As at least two full-length key components or key shares, in accordance with an industry-accepted method. [CUSTOMIZED APPROACH OBJECTIVE]: Secret and private keys are stored in a secure form that prevents unauthorized retrieval or access. [APPLICABILITY NOTES]: It is not required that public keys be stored in one of these forms. Cryptographic keys stored as part of a key management system (KMS) that employs SCDs are acceptable. A cryptographic key that is split into two parts does not meet this requirement. Secret or private keys stored as key components or key shares must be generated via one of the following: () Using an approved random number generator and within an SCD, OR () According to ISO 19592 or equivalent industry standard for generation of secret key shares.|Cryptographic keys are stored in the fewest possible locations. [CUSTOMIZED APPROACH OBJECTIVE]: Cryptographic keys are retained only where necessary.|Key-management policies and procedures are implemented to include generation of strong cryptographic keys used to protect stored account data. [CUSTOMIZED APPROACH OBJECTIVE]: Strong cryptographic keys are generated.|Key-management policies and procedures are implemented to include secure distribution of cryptographic keys used to protect stored account data. [CUSTOMIZED APPROACH OBJECTIVE]: Cryptographic keys are secured during distribution.|Key-management policies and procedures are implemented to include secure storage of cryptographic keys used to protect stored account data. [CUSTOMIZED APPROACH OBJECTIVE]: Cryptographic keys are secured when stored.",||||||,||||||,4|4|4|4|4|4|4,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,622-203|Store passwords salted and hashed,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x11-V2-Authentication.md#v24-credential-storage,V2.4.1,Linked To,"Verify that passwords are stored in a form that is resistant to offline attacks. Passwords SHALL be salted and hashed using an approved one-way key derivation or password hashing function. Key derivation and password hashing functions take a password, a salt, and a cost factor as inputs when generating a password hash.",,,,,,,,,,,,,https://capec.mitre.org/data/definitions/55.html,55,Automatically linked to,Rainbow Table Password Cracking,,,3.9,||,https://cwe.mitre.org/data/definitions/759.html|https://cwe.mitre.org/data/definitions/760.html|https://cwe.mitre.org/data/definitions/916.html,759|760|916,Automatically linked to|Automatically linked to|Linked To,Use of a One-Way Hash without a Salt|Use of a One-Way Hash with a Predictable Salt|Use of Password Hash With Insufficient Computational Effort,||,||,||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked To,5.1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cheatsheetseries.owasp.org/cheatsheets/Password_Storage_Cheat_Sheet.html,,Linked To,Password Storage Cheat Sheet,,,,,https://owasp-top-10-proactive-controls-2018.readthedocs.io/en/latest/c6-implement-digital-identity.html,,Linked To,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,340-375|Use a dedicated secrets management solution,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x14-V6-Cryptography.md#v64-secret-management,V6.4.1,Linked To,"Verify that a secrets management solution such as a key vault is used to securely create, store, control access to and destroy secrets.",,,,,,,,,,,,|,https://capec.mitre.org/data/definitions/191.html|https://capec.mitre.org/data/definitions/70.html,191|70,Automatically linked to|Automatically linked to,Read Sensitive Constants Within an Executable|Try Common or Default Usernames and Passwords,|,|,3.9|3.9,||,https://cwe.mitre.org/data/definitions/259.html|https://cwe.mitre.org/data/definitions/321.html|https://cwe.mitre.org/data/definitions/798.html,259|321|798,Automatically linked to|Automatically linked to|Linked To,Use of Hard-coded Password|Use of Hard-coded Cryptographic Key|Use of Hard-coded Credentials,||,||,||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html,,Linked To,Key Management Cheat Sheet,,,,,https://owasp-top-10-proactive-controls-2018.readthedocs.io/en/latest/c8-protect-data-everywhere.html,,Linked To,C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636-660|Technical application security controls,126-668|Secure data storage,223-780|Secret storage,032-213|Use an isolated security module for cryptographic operations,,,audience:architect;family:standard;maturity:stable;source:opencre_master_sheet;subtype:requirements_standard,,https://github.com/OWASP/ASVS/blob/v4.0.3/4.0/en/0x14-V6-Cryptography.md#v64-secret-management,V6.4.2,Linked To,Verify that key material is not exposed to the application but instead uses an isolated security module like a vault for cryptographic operations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html,,Linked To,Key Management Cheat Sheet,,,,,https://owasp-top-10-proactive-controls-2018.readthedocs.io/en/latest/c8-protect-data-everywhere.html,,Linked To,C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
